trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,category,instrConf.keys,instrConf.rt,date,frameRate,expName,session,participant,
,,,,,,space,0.98224902153,2018_Jan_27_1701,60.70317373251147,rsvp,001,1,
