trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,category,instrConf.keys,instrConf.rt,date,frameRate,expName,session,participant,
,,,,,,space,0.302509069443,2018_Jan_27_1659,60.72707950558941,rsvp,001,1,
