trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,category,instrConf.keys,instrConf.rt,date,frameRate,expName,session,participant,
,,,,,,space,1.08507013321,2018_Jan_27_1658,59.3486273971556,rsvp,001,1,
