trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrConf.keys,instrConf.rt,date,frameRate,expName,session,participant,
,,,,space,1.46557998657,2018_Jan_27_1713,59.28529226350501,rsvp,001,1,
