trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,category,instrConf.keys,instrConf.rt,date,frameRate,expName,session,participant,
,,,,,,space,0.50267791748,2018_Jan_27_1656,59.995508530216576,rsvp,001,1,
