trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,category,instrConf.keys,instrConf.rt,date,frameRate,expName,session,participant,
,,,,,,space,2.4057970047,2018_Jan_27_1700,60.70686383629729,rsvp,001,1,
